athlete_id,first_name,last_name,height,weight,dob,birth_city,birth_state
11075,Lyle,Sendlein,75,308,03-16-1984,Edina,MN
11257,Rashard,Mendenhall,70,225,06-19-1987,Skokie,IL
11284,Calais,Campbell,80,282,09-01-1986,Aurora,CO
12553,Kory,Sperry,77,265,04-10-1985,Pueblo,CO
12651,Paul,Fanaika,77,327,04-09-1986,San Mateo,CA
12674,Rashad,Johnson,71,204,01-02-1986,Sulligent,AL
12714,Jerraud,Powers,70,193,07-19-1987,Decatur,AL
13235,Dan,Williams,74,330,06-01-1987,Memphis,TN
13357,Jim,Dray,77,255,12-31-1986,New Milford,NJ
13980,Patrick,Peterson,73,203,07-11-1990,Pompano Beach,FL
14152,Sam,Acho,75,259,09-06-1988,Dallas,TX
14908,Michael,Floyd,74,220,11-27-1989,St. Paul,MN
2482,Mike,Leach,74,235,10-18-1976,Jefferson Township,NJ
2548,Jay,Feely,70,208,05-23-1976,Odessa,FL
3640,Dave,Zastudil,75,220,10-26-1978,Bay Village,OH
9677,Frostee,Rucker,75,261,09-14-1983,Tustin,CA
11261,Antoine,Cason,73,195,07-09-1986,Long Beach,CA
11418,Mike,Gibson,76,305,11-18-1985,Napa,CA
12440,Matt,Shaughnessy,77,285,09-23-1986,Norwich,CT
13018,Ronald,Talley,75,286,02-21-1986,Detroit,MI
13226,Andre,Roberts,71,195,01-09-1988,Columbia,SC
13259,Javier,Arenas,69,197,10-28-1987,Tampa,FL
13642,Alfonso,Smith,73,209,01-23-1987,San Bernardino,CA
15089,Justin,Bethel,72,195,06-17-1990,Blythewood,SC
15851,Tyrann,Mathieu,69,190,05-13-1992,New Orleans,LA
15856,Kevin,Minter,72,246,12-03-1990,Suwanee,GA
15890,D.C.,Jefferson,78,265,05-07-1989,,
15893,Andre,Ellington,69,200,02-03-1989,Moncks Corner,SC
15981,Stepfan,Taylor,69,216,06-09-1991,Arlington,TX
16172,Jaron,Brown,75,204,01-08-1990,Cheraw,SC
16195,Tony,Jefferson,71,212,01-27-1992,Chula Vista,CA
4489,Nnamdi,Asomugha,74,210,07-06-1981,Lafayette,LA
13488,Kyle,Williams,70,186,07-19-1988,San Jose,CA
15809,Eric,Reid,73,215,12-10-1991,Baton Rouge,LA
1440,Phil,Dawson,71,200,01-23-1975,West Palm Beach,FL
8508,Adam,Snyder,78,325,01-30-1982,Fullerton,CA
9381,Ray,Ventrone,70,200,10-21-1982,Pittsburgh,PA
10785,Craig,Dahl,73,212,06-17-1985,Mankato,MN
11239,Glenn,Dorsey,73,297,08-01-1985,Baton Rouge,LA
13616,Marlon,Moore,72,190,09-03-1987,Sacramento,CA
14159,Kendall,Hunter,67,199,09-16-1988,Tyler,TX
15849,Corey,Lemonier,75,255,11-19-1991,Hialeah,FL
15853,Vance,McDonald,76,267,06-13-1990,Beaumont,TX
15933,Nick,Moody,73,245,01-29-1990,Philadelphia,PA
16026,Quinton,Patton,72,204,08-09-1990,La Vergne,TN
16361,Kevin,McDermott,77,240,01-12-1990,Nashville,TN
9769,Johnny,Jolly,75,325,02-21-1983,Houston,TX
14929,Nick,Perry,75,265,04-12-1990,Detroit,MI
15848,Eddie,Lacy,71,250,06-02-1990,Gretna,LA
15963,David,Bakhtiari,76,310,09-30-1991,Burlingame,CA
13440,Andrew,Quarless,76,252,10-06-1988,Brooklyn,NY
15782,Chris,Banjo,70,207,02-26-1990,Sugar Land,TX
15798,Datone,Jones,76,285,07-24-1990,LOS ANGELES,CA
15925,Johnathan,Franklin,70,205,10-23-1989,Los Angeles,CA
15960,Micah,Hyde,72,197,12-31-1990,Fostoria,OH
16560,Andy,Mulumba,75,260,01-31-1990,Congo,
4527,Jason,Witten,78,263,05-06-1982,Elizabethton,TN
5209,Tony,Romo,74,236,04-21-1980,Burlington,WI
5636,Will,Allen,73,202,06-17-1982,Dayton,OH
8426,DeMarcus,Ware,76,258,07-31-1982,Auburn,AL
9678,Jason,Hatcher,78,299,07-13-1982,Alexandria,LA
10147,Miles,Austin,74,215,06-30-1984,Summit,NJ
10492,Justin,Durant,73,230,09-21-1985,Florence,SC
10565,Doug,Free,78,318,01-16-1984,Manitowoc,WI
11363,Brandon,Carr,72,210,05-19-1986,Flint,MI
11415,Nick,Hayden,76,303,02-04-1986,Hartland,WI
11484,Mackenzy,Bernadeau,76,322,01-03-1986,Waltham,MA
13215,Dez,Bryant,74,222,11-04-1988,Lufkin,TX
13284,Sean,Lee,74,245,07-22-1986,Pittsburgh,PA
13338,Barry,Church,74,218,02-11-1988,Pittsburgh,PA
13452,George,Selvie,76,270,03-06-1987,Pensacola,FL
13978,Tyron,Smith,77,320,12-12-1990,Moreno Valley,CA
14005,DeMarco,Murray,73,220,02-12-1988,LAS VEGAS,NV
14026,Bruce,Carter,74,240,02-19-1988,Havelock,NC
14943,Morris,Claiborne,71,192,02-07-1990,Shreveport,LA
15276,Ron,Leary,75,320,04-29-1989,Baton Rouge,LA
15793,Travis,Frederick,76,320,03-18-1991,Sharon,WI
15878,Terrance,Williams,74,210,09-18-1989,Dallas,TX
8520,Kyle,Orton,76,228,11-14-1982,Altoona,IA
9349,L.P.,Ladouceur,77,256,03-13-1981,Pointe-claire,PQ
9595,Ernie,Sims,72,233,12-23-1984,Tallahassee,FL
10873,Edgar,Jones,76,262,12-01-1984,Monroe,LA
11366,Orlando,Scandrick,70,196,02-10-1987,,
11450,Landon,Cohen,73,300,08-03-1986,Spartanburg,SC
13066,Jermey,Parnell,78,326,07-20-1986,Blytheville,AR
13552,Phil,Costa,75,302,07-11-1987,Moorestown,NJ
13822,Kyle,Bosworth,73,245,11-21-1986,Irving,TX
14100,Dwayne,Harris,70,215,09-16-1987,Stone Mountain,GA
14308,Andre,Smith,77,270,09-26-1988,Savannah,GA
14322,Dan,Bailey,72,190,01-26-1988,Mustang,OK
14625,Phillip,Tanner,70,208,08-08-1988,,
14723,Chris,Jones,72,205,07-21-1989,Rome,GA
14906,James,Hanna,76,260,07-14-1989,Lakewood,OH
15038,Kyle,Wilber,76,240,04-26-1989,Apopka,FL
15122,Jerome,Long,76,297,04-09-1990,,
15836,Gavin,Escobar,78,260,02-03-1991,New York,NY
15874,J.J.,Wilcox,72,212,02-14-1991,Cairo,GA
15939,B.W.,Webb,71,188,05-03-1990,Newport News,VA
15990,DeVonte,Holloman,74,238,02-12-1991,Charlotte,NC
16473,Jeff,Heath,73,212,05-14-1991,Warren,MI
5009,Cullen,Jenkins,74,305,01-20-1981,Detroit,MI
5526,Eli,Manning,77,218,01-03-1981,New Orleans,LA
5559,Chris,Snee,75,305,01-18-1982,Edison,NJ
8423,Antrel,Rolle,72,206,12-16-1982,Homestead,FL
8457,Corey,Webster,72,200,03-02-1982,Vacherie,LA
8488,Justin,Tuck,77,265,03-29-1983,Kellyton,AL
9618,Mathias,Kiwanuka,77,267,03-08-1983,Indianapolis,IN
9762,Kevin,Boothe,77,325,07-05-1983,Queens,NY
11297,Terrell,Thomas,72,202,01-08-1985,Los Angeles,CA
11428,Ryan,Mundy,73,209,02-11-1985,Pittsburgh,PA
12586,Hakeem,Nicks,73,208,01-14-1988,Charlotte,NC
12610,Will,Beatty,78,319,03-02-1985,York,PA
12705,Brandon,Myers,75,256,09-04-1985,Prairie City,IA
13281,Linval,Joseph,76,328,10-10-1988,Alachua,FL
13553,Victor,Cruz,72,202,11-11-1986,Paterson,NJ
13975,Prince,Amukamara,72,206,06-06-1989,Glendale,AZ
14098,James,Brewer,78,330,12-23-1987,Indianapolis,IN
14199,Jacquian,Williams,75,231,07-20-1988,Apopka,FL
14648,Spencer,Paysinger,72,249,06-28-1988,LOS ANGELES,CA
14887,David,Wilson,69,205,06-15-1991,Danville,VA
15707,Larry,Donnell,78,265,11-01-1988,Midland City,AL
15808,Justin,Pugh,77,311,08-15-1990,Holland,PA
2609,Shaun,Rogers,76,350,03-12-1979,Houston,TX
8445,Mike,Patterson,73,300,09-01-1983,Sacramento,CA
10127,Steve,Weatherford,74,210,12-17-1982,Crown Point,IN
10464,Aaron,Ross,72,190,09-15-1982,SAN ANTONIO,TX
10560,Zak,DeOssie,76,248,05-24-1984,Andover,MA
10664,Trumaine,McBride,69,185,09-24-1985,Houston,TX
11243,Keith,Rivers,74,235,05-05-1986,Riverside,CA
11308,Dan,Connor,74,241,11-02-1985,Wallingford,PA
12548,Bear,Pascoe,77,265,02-23-1986,Bakersfield,CA
12585,Louis,Murphy,74,200,05-11-1987,,
13256,Jason,Pierre-Paul,77,270,01-01-1989,Deerfield Beach,FL
13551,Jim,Cordle,75,320,08-22-1987,Lancaster,OH
14040,Jerrel,Jernigan,68,189,06-14-1989,Midway,AL
14087,Da'Rel,Scott,71,210,05-26-1988,Conshohocken,PA
14262,Mark,Herzlich,77,247,09-01-1987,Kirkwood,MO
14673,Justin,Trattou,76,258,08-28-1988,Maywood,NJ
14911,Rueben,Randle,74,203,05-07-1991,Bastrop,LA
14983,Jayron,Hosley,70,178,09-18-1990,Boynton Beach,FL
15105,Brandon,Mosley,77,318,12-21-1988,Jefferson,GA
15895,Cooper,Taylor,76,228,04-14-1990,Atlanta,GA
15929,Michael,Cox,73,222,11-14-1988,Dorchester,MA
11282,Fred,Davis,76,247,01-15-1986,Toledo,OH
12439,Brian,Orakpo,76,257,07-31-1986,Houston,TX
12633,E.J.,Biggers,72,185,06-13-1987,Miami,FL
15820,David,Amerson,73,205,12-08-1991,Honolulu,HI
15912,Bacarri,Rambo,72,211,06-27-1990,Donalsonville,GA
9649,Darryl,Tapp,73,270,09-13-1984,Portsmouth,VA
11266,Phillip,Merling,77,315,04-19-1985,Portsmouth,VA
14192,Roy,Helu Jr.,71,220,12-07-1988,Danville,CA
15860,Jordan,Reed,74,242,07-03-1990,New London,CT
15966,Chris,Thompson,68,187,10-20-1990,Greenville,FL
15967,Brandon,Jenkins,74,251,02-09-1990,,
2549,Mike,Vick,72,210,06-26-1980,Newport News,VA
6012,Jason,Peters,76,328,01-22-1982,Queen City,TX
8493,Evan,Mathis,77,301,11-01-1981,Birmingham,AL
8540,Todd,Herremans,78,323,10-13-1982,Grand Rapids,MI
8560,Trent,Cole,75,270,10-05-1982,Xenia,OH
9619,DeMeco,Ryans,73,247,07-28-1984,Bessemer,AL
9695,Jason,Avant,72,210,04-20-1983,Chicago,IL
10605,Brent,Celek,76,255,01-25-1985,Cincinnati,OH
11283,DeSean,Jackson,70,175,12-01-1986,Los Angeles,CA
12514,LeSean,McCoy,71,210,07-12-1988,Harrisburg,PA
12652,Bradley,Fletcher,72,205,06-25-1986,Cleveland,OH
13225,Riley,Cooper,76,230,09-09-1987,Oklahoma City,OK
13257,Nate,Allen,73,214,11-30-1987,Fort Myers,FL
14124,Jason,Kelce,75,295,11-05-1987,Cleveland Heights,OH
14310,Cedric,Thornton,76,290,06-21-1988,Star City,AR
14941,Fletcher,Cox,76,310,12-13-1990,Yazoo City,MS
14978,Mychal,Kendricks,71,240,09-28-1990,Fresno,CA
15797,Lane,Johnson,78,325,05-08-1990,Groveton,TX
4902,Jon,Dorenbos,72,250,07-21-1980,Garden Grove,CA
10563,Allen,Barbre,76,310,06-22-1984,Neosho,MO
12757,Colt,Anderson,70,195,10-25-1985,Butte,MT
13239,Brandon,Graham,74,265,04-03-1988,Detroit,MI
13340,Kurt,Coleman,71,208,04-01-1988,Dayton,OH
14123,Alex,Henery,73,177,08-18-1987,Omaha,NE
14127,Julian,Vandervelde,74,300,10-07-1987,Fresno,CA
14181,Casey,Matthews,73,242,01-16-1989,Northridge,CA
14590,Jeff,Maehl,72,184,03-16-1989,Paradise,CA
14889,Chris,Polk,71,222,12-16-1989,San Pedro,CA
15057,Brandon,Boykin,70,173,07-13-1990,Atlanta,GA
15068,Najee,Goode,72,244,06-04-1989,Cleveland,OH
15092,Bryce,Brown,72,220,05-14-1991,Wichita,KS
15624,Damaris,Johnson,68,175,11-22-1989,Norco,LA
15835,Zach,Ertz,77,250,11-10-1990,Alamo,CA
15850,Bennie,Logan,74,315,12-28-1989,Shreveport,LA
15917,Earl,Wolff,71,210,12-15-1989,Fayetteville,NC
15979,Jordan,Poyer,72,191,04-25-1991,Astoria,OR
16202,Jake,Knott,74,243,10-24-1990,Kansas City,MO
16231,Damion,Square,74,293,02-06-1989,Houston,TX
4567,Jarret,Johnson,75,260,08-14-1981,Homestead,FL
5362,Antonio,Gates,76,255,06-18-1980,Detroit,MI
5529,Philip,Rivers,77,228,12-08-1981,Athens,AL
5591,Nick,Hardwick,76,305,09-02-1981,Franklin,IN
6016,Malcom,Floyd,77,225,09-08-1981,Sacramento,CA
9773,Jeromey,Clary,78,320,11-05-1983,Norfolk,NE
10481,Eric,Weddle,71,200,01-04-1985,Alta Loma,CA
11330,Chad,Rinehart,77,321,05-04-1985,Boone,IA
11464,King,Dunlap,81,330,09-14-1985,Nashville,TN
12550,John,Phillips,77,251,06-11-1987,,
12646,Derek,Cox,73,195,09-22-1986,Winterville,NC
13204,Ryan,Mathews,72,220,10-10-1987,Riverside,CA
13265,Donald,Butler,73,242,10-17-1988,Sacramento,CA
13470,Cam,Thomas,76,335,12-12-1986,Eagle Springs,NC
13989,Corey,Liuget,74,300,03-18-1990,Miami,FL
14010,Shareece,Wright,71,184,04-08-1987,San Bernardino,CA
14018,Marcus,Gilchrist,70,200,12-08-1988,High Point,NC
14027,Vincent,Brown,71,190,01-25-1989,Upland,CA
14325,Bront,Bird,76,250,03-17-1989,Odessa,TX
14953,Kendall,Reyes,76,300,09-26-1989,Nashua,NH
15792,D.J.,Fluker,77,339,03-13-1991,Foley,AL
4607,Mike,Scifres,74,215,10-08-1980,Metairie,LA
8417,Ronnie,Brown,72,223,12-12-1981,Rome,GA
9329,Nick,Novak,72,200,08-21-1981,San Diego,CA
9644,Richard,Marshall,71,198,12-12-1984,Los Angeles,CA
10580,Le'Ron,McClain,72,260,12-27-1984,Fort Wayne,IN
11276,Eddie,Royal,70,190,05-21-1986,Alexandria,VA
12434,Larry,English,74,255,01-22-1986,Aurora,IL
12752,Jarius,Wynn,75,285,08-29-1986,Lincolnton,GA
12905,Reggie,Walker,72,244,12-15-1986,Fairbanks,AK
13406,Sean,Lissemore,75,303,09-11-1987,Teaneck,NJ
13465,Darrell,Stuckey,71,212,06-16-1987,Kansas City,KS
13777,Mike,Windt,73,237,05-29-1986,Cincinnati,OH
14011,Johnny,Patrick,71,190,08-17-1988,De Land,FL
14141,Andrew,Gachkar,74,224,11-04-1988,Cheraw,SC
14904,Ladarius,Green,78,240,05-29-1990,Germany,
15573,Mike,Harris,77,338,12-05-1988,Oakland,CA
15755,Fozzy,Whittaker,70,205,02-02-1989,Houston,TX
16039,Jahleel,Addae,70,195,01-24-1990,Valrico,FL
16067,Kwame,Geathers,78,335,10-04-1990,Georgetown,SC
11434,Joe,Mays,71,244,07-06-1985,Chicago,IL
12453,Brian,Cushing,75,250,01-24-1987,Park Ridge,NJ
15795,DeAndre,Hopkins,73,218,06-06-1992,Central,SC
2273,Shane,Lechler,74,230,08-07-1976,Sealy,TX
5580,Greg,Jones,73,251,05-09-1981,Columbia,SC
9737,Tim,Dobbins,73,234,12-10-1982,Nashville,TN
12690,Brice,McCain,69,190,12-10-1986,Dallas,TX
13033,Tim,Jamison,75,287,02-26-1986,Blue Island,IL
15091,Randy,Bullock,69,208,12-16-1989,Klein,TX
15865,D.J.,Swearinger,70,208,09-01-1991,Greenwood,SC
15887,Ryan,Griffin,78,255,01-11-1990,Londonderry,NH
16114,Justin,Tuggle,75,233,01-04-1990,Alpharetta,GA
16496,Cierre,Wood,71,226,02-21-1991,Bloomington,CA
16556,Willie,Jefferson,77,234,01-31-1991,Beaumont,TX
16562,A.J.,Bouye,72,190,08-16-1991,Tucker,GA
11708,Matthew,Mulligan,76,267,01-18-1985,West Enfield,ME
15834,Aaron,Dobson,75,205,07-23-1991,Dunbar,WV
15842,Duron,Harmon,72,205,01-24-1991,Magnolia,DE
9835,Ben,Obomanu,73,204,10-30-1983,Selma,AL
9645,Jeremy,Trueblood,80,320,05-10-1983,Indianapolis,IN
14888,Isaiah,Pead,70,206,12-14-1989,Columbus,OH
15226,Cory,Harkey,76,262,06-17-1990,CHICAGO,IL
14231,Corbin,Bryant,76,303,01-04-1988,CHICAGO,IL
16489,Johnny,Adams,71,177,06-09-1989,Des Plaines,IL
14981,Amini,Silatolu,76,305,09-16-1988,Tracy,CA
9716,Domenik,Hixon,74,205,10-08-1984,Germany,
12619,Mike,Mitchell,73,221,06-10-1987,Fort Thomas,KY
10598,Dante,Rosario,75,242,10-25-1984,Beaverton,OR
10635,Desmond,Bishop,74,238,07-24-1984,Fairfield,CA
15688,Brandon,Bostick,75,250,05-03-1989,Florence,SC
15954,Sam,Barrington,73,240,10-05-1990,Orlando,FL
10468,Brandon,Meriweather,71,197,01-14-1984,Apopka,FL
4487,Nick,Barnett,74,228,05-27-1981,Barstow,CA
15121,John,Potter,73,219,01-24-1990,Kalamazoo,MI
16024,Kerwynn,Williams,68,198,06-09-1991,LAS VEGAS,NV
16504,Jack,Doyle,78,262,05-05-1990,Indianapolis,IN
13260,Jon,Asamoah,76,305,07-21-1988,Matteson,IL
14020,Allen,Bailey,75,288,03-25-1989,Sapelo Island,GA
15847,Travis,Kelce,77,250,10-05-1989,Cleveland Heights,OH
2450,Brian,Waters,75,320,02-18-1977,Waxahachie,TX
10470,Anthony,Spencer,75,265,01-23-1984,Fort Wayne,IN
13611,Danny,McCray,73,215,03-10-1988,Houston,TX
15369,Lance,Dunbar,68,188,01-25-1990,New Orleans,LA
12670,Brandon,Hughes,71,185,05-23-1986,Bloomington,IL
14877,Nick,Foles,78,243,01-20-1989,Austin,TX
15818,Keenan,Allen,74,211,04-27-1992,Greensboro,NC
16000,Tourek,Williams,76,262,05-09-1991,Tallahassee,FL
16010,John,Simon,74,260,10-14-1990,Youngstown,OH
8440,Jason,Campbell,77,235,12-31-1981,Laurel,MS
15805,Barkevious,Mingo,77,238,10-04-1990,West Monroe,LA
13453,Darryl,Sharpton,71,235,01-01-1988,El Portal,FL
14610,Michael,Preston,77,220,06-01-1989,Cleveland,OH
15845,Justin,Hunter,76,203,05-20-1991,Virginia Beach,VA
14561,Kerry,Taylor,72,200,02-20-1989,Mesa,AZ
15020,Nate,Potter,77,295,05-16-1988,Denver,CO
15128,Jonte,Green,72,184,07-19-1989,St. Petersburg,FL
15916,Devin,Taylor,80,275,11-15-1989,Seabrook,SC
13407,Erik,Lorig,76,250,11-17-1986,Rolling Hills,CA
15968,Mike,James,70,223,04-13-1991,Haines City,FL
16254,Deveron,Carr,71,190,08-10-1990,Phoenix,AZ
10471,Robert,Meachem,74,215,09-28-1984,Tulsa,OK
10581,Jay,Richardson,78,280,01-27-1984,Dublin,OH
14039,Martez,Wilson,76,260,09-21-1988,Chicago,IL
13886,Brian,Sanford,74,280,09-12-1987,Hartford,CT
16531,Ryan,Robinson,76,255,12-09-1990,Charleston,SC
14226,Cameron,Bradfield,76,308,09-14-1987,Grand Rapids,MI
15052,Jeremy,Ebert,72,195,04-06-1989,Willard,OH
8447,David,Baas,76,312,09-28-1981,Sarasota,FL
8524,Brandon,Jacobs,76,264,07-06-1982,Napoleonville,LA
15858,Damontre,Moore,77,250,09-11-1992,Rowlett,TX
11392,Kellen,Davis,79,265,10-11-1985,Adrian,MI
11326,Cliff,Avril,75,260,04-08-1986,Jacksonville,FL
16087,John,Lotulelei,71,233,12-04-1991,Kihei,HI
5437,Kassim,Osgood,77,220,05-20-1980,Salinas,CA
14377,Demarcus,Dobbs,74,282,11-30-1987,Savannah,GA
15381,J.K.,Schaffer,72,232,06-10-1990,Cincinnati,OH
11601,Fernando,Velasco,76,310,02-22-1985,Harris,NY
13206,Jonathan,Dwyer,71,229,07-26-1989,Woodstock,GA
14870,Will,Johnson,74,240,11-14-1988,Dayton,OH
15350,Valentino,Blake,70,198,08-09-1990,Jacksonville,FL
15934,Vince,Williams,73,233,12-27-1989,Davenport,FL
14959,Vinny,Curry,75,279,06-30-1988,Neptune,NJ
15048,Shaun,Prater,70,190,10-27-1989,Omaha,NE
12874,Kevin,Brock,77,264,04-09-1986,Shreveport,LA
14031,Curtis,Marsh,73,197,03-01-1988,Los Angeles,CA
15930,Nate,Palmer,74,248,09-23-1989,CHICAGO,IL
15349,Cole,Beasley,68,177,04-26-1989,Little Elm,TX
16606,Caesar,Rayford,79,272,03-04-1986,Leesville,LA
5600,Max,Starks,80,345,01-10-1982,Orlando,FL
10685,Keyunta,Dawson,75,258,09-13-1985,Shreveport,LA
12711,Rich,Ohrnberger,74,300,02-14-1986,East Meadow,NY
13324,Crezdon,Butler,73,191,05-26-1987,Asheville,NC
13524,Seyi,Ajirotutu,75,215,06-12-1987,Mountain View,CA
15027,Johnnie,Troutman,76,330,11-11-1987,Trenton,NJ
15903,Michael,Mauti,74,243,01-19-1990,New Orleans,LA
11424,Ahtyba,Rubin,74,315,07-25-1986,Fort Belvoir,VA
12477,Brian,Hoyer,74,215,10-13-1985,North Olmsted,OH
15705,Josh,Gordon,75,224,04-13-1991,Houston,TX
4481,Willis,McGahee,72,235,10-21-1981,Miami,FL
16032,Garrett,Gilkey,78,315,07-09-1990,Lemont,IL
16142,Paul,Hazel,77,227,05-04-1990,Miami,FL
16323,MarQueis,Gray,76,260,11-07-1989,Indianapolis,IN
16365,Chris,Barker,74,300,08-03-1990,Covina,CA
11398,Carl,Nicks,77,349,03-05-1983,San Francisco,CA
16019,William,Gholston,78,281,07-31-1991,Detroit,MI
9285,Chris,Carr,70,182,04-30-1983,Reno,NV
15821,Terron,Armstead,77,305,07-23-1991,Cahokia,IL
16136,Glenn,Foster,76,285,05-31-1990,Chicago,IL
16530,Khiry,Robinson,72,220,12-28-1989,Temple,TX
14009,Rob,Housler,77,250,03-17-1988,El Paso,TX
15101,Alameda,Ta'amu,75,348,08-23-1990,Alameda,CA
15976,Alex,Okafor,76,261,02-08-1991,Pflugerville,TX
14067,Chris,Neild,74,328,12-01-1987,Cliffside Park,NJ
14919,Ryan,Broyles,70,195,04-09-1988,Oklahoma City,OK
16333,LaAdrian,Waddle,78,315,07-21-1991,College Station,TX
4504,Drayton,Florence,72,200,12-19-1980,Ocala,FL
16434,Robert,Lester,73,215,04-30-1988,,
8627,Derek,Anderson,78,235,06-15-1983,Portland,OR
14003,Sione,Fua,73,310,06-15-1988,Lodi,CA
16431,Wes,Horton,77,265,12-17-1989,LOS ANGELES,CA
12479,Curtis,Painter,76,230,06-24-1985,New Orleans,LA
14518,Shaun,Draughn,71,214,12-07-1987,Tarboro,NC
15833,Will,Davis,71,186,05-08-1990,Spokane,WA
13938,Josh,Vaughan,72,225,12-03-1986,Portsmouth,VA
14332,Patrick,DiMarco,73,234,04-30-1989,Altamonte Springs,FL
15999,Stansly,Maponga,74,252,03-05-1991,Carrollton,TX
14934,Quinton,Coples,78,290,06-22-1990,Kinston,NC
15616,Ryan,Quigley,74,205,01-26-1990,Roselle,NJ
9650,Tarvaris,Jackson,74,225,08-19-1982,Montgomery,AL
15855,Christine,Michael,70,220,11-09-1990,Beaumont,TX
15975,Michael,Bowie,77,320,09-25-1991,Sand Springs,OK
16044,Alvin,Bailey,75,320,08-26-1991,Broken Arrow,OK
8444,Heath,Miller,77,256,10-22-1982,Richlands,VA
16250,Lamar,Mady,74,315,12-13-1990,Topeka,KS
13645,Darian,Stewart,71,214,08-04-1988,Huntsville,AL
16105,Gerald,Rivers,77,255,06-22-1990,Avondale Estates,GA
13199,Colt,McCoy,73,212,09-05-1986,Tuscola,TX
13986,Jonathan,Baldwin,76,230,08-10-1989,Aliquippa,PA
15040,Nate,Stupar,74,240,03-14-1988,State College,PA
16367,Darryl,Morris,70,186,09-04-1990,SAN ANTONIO,TX
13638,Jay,Ross,75,319,10-03-1987,Wilmington,NC
15875,Brandon,Williams,73,335,02-21-1989,Kirkwood,MO
16037,Armonty,Bryant,76,265,05-20-1990,Wichita Falls,TX
13276,Brandon,Ghee,72,200,06-06-1987,Spotsylvania,VA
11321,Andre,Fluellen,74,302,03-07-1985,Cartersville,GA
12611,Eben,Britton,78,308,10-14-1987,Brooklyn,NY
15914,Cornelius,Washington,76,280,09-10-1989,Hephzibah,GA
16135,Michael,Ford,70,216,05-27-1990,Leesville,LA
16168,C.J.,Wilson,71,187,11-18-1989,Lincolnton,NC
15982,Nico,Johnson,74,249,06-19-1990,Andalusia,AL
8644,Matt,Cassel,76,225,05-17-1982,Northridge,CA
15977,Gerald,Hodges,74,236,01-17-1991,Woodbury,NJ
15825,Le'Veon,Bell,73,244,02-18-1992,Reynoldsburg,OH
9715,Guy,Whimper,77,315,05-21-1983,Honolulu,HI
15837,Mike,Glennon,78,225,12-12-1989,Centreville,VA
11417,Spencer,Larsen,74,245,03-04-1984,Mesa,AZ
15749,Jeff,Demps,67,191,01-08-1990,,
14002,Dontay,Moch,74,255,07-19-1988,Phoenix,AZ
16181,Kenny,Demens,73,242,02-04-1990,Detroit,MI
9614,Marcedes,Lewis,78,265,05-19-1984,Long Beach,CA
14955,Jamell,Fleming,71,206,05-05-1989,Edinburg,TX
16447,Tobais,Palmer,71,178,02-20-1990,Pittsboro,NC
1575,Matt,Hasselbeck,76,235,09-25-1975,Boulder,CO
8664,Ryan,Fitzpatrick,74,221,11-24-1982,Gilbert,AZ
15838,Zaviar,Gooden,73,231,08-31-1990,Austin,TX
15028,Scott,Solomon,75,260,11-05-1988,SAN ANTONIO,TX
3533,Quentin,Jammer,72,204,06-19-1979,,
15867,Manti,Te'o,73,241,01-26-1991,Laie,HI
14084,Stephen,Schilling,77,312,07-21-1988,Bellevue,WA
14029,Drake,Nevis,73,295,05-08-1989,Thibodaux,LA
14093,David,Carter,77,300,12-10-1987,Los Angeles,CA
16013,Joseph,Randle,72,210,12-29-1991,Wichita,KS
9754,Omar,Gaither,74,235,03-18-1984,Charlotte,NC
15993,Zeke,Motta,74,215,05-14-1990,Miami,FL
8601,Will,Svitek,78,305,01-08-1982,Czech Republic,
15955,Chris,Jones,73,293,07-12-1990,Columbus,OH
16394,Kanorris,Davis,70,207,01-21-1990,Perry,GA
14466,Isa,Abdul-Quddus,73,196,08-03-1989,Newark,NJ
14025,Marvin,Austin Jr.,74,312,01-10-1989,Washington,DC
15069,Josh,Kaddu,75,245,03-12-1990,Richmond,CA
15866,Jamar,Taylor,71,192,09-29-1990,San Diego,CA
13283,Shawn,Lauvao,75,308,10-26-1987,Honolulu,HI
11556,Doug,Legursky,73,323,06-09-1986,Germany,
16237,Jeff,Tuel,75,221,02-12-1991,Boca Raton,FL
16023,Marquess,Wilson,76,206,09-14-1992,Tulare,CA
16025,David,Bass,76,267,09-11-1990,,
8574,Michael,Boley,75,230,08-24-1982,Gadsden,AL
15844,Margus,Hunt,80,295,07-14-1987,Tartu,Estonia
16559,Ja'Gared,Davis,72,238,09-11-1990,Crockett,TX
16074,Michael,Hill,70,210,08-14-1989,,
16549,Lane,Taylor,75,324,11-22-1989,Arlington,TX
15909,Lavar,Edwards,76,271,04-29-1990,Gretna,LA
13310,Larry,Asante,72,210,03-07-1988,Alexandria,VA
14266,Robert,Hughes,71,235,06-21-1989,Chicago,IL
15843,Jordan,Hill,73,290,02-08-1991,Harrisburg,PA
11693,Jo-Lonn,Dunbar,72,235,03-13-1985,Syracuse,NY
16286,Cody,Davis,74,205,06-06-1989,Stephenville,TX
14907,Justin,Blackmon,73,210,01-09-1990,Ardmore,OK
16376,Abry,Jones,76,318,09-08-1991,Warner Robins,GA
13461,Austin,Spitler,74,250,10-26-1986,Dayton,OH
16363,Jordan,Kovacs,70,208,06-12-1990,Toledo,OH
4618,David,Diehl,77,304,09-15-1980,Chicago,IL
15621,Will,Hill,72,207,03-07-1990,Jacksonville,FL
