,athlete_id,firstName,lastName,weight,heightInches,dob
1419,8426,DeMarcus,Ware,258,76,07-31-1982
1420,9678,Jason,Hatcher,299,78,07-13-1982
1421,10147,Miles,Austin,215,74,06-30-1984
1422,10492,Justin,Durant,230,73,09-21-1985
1423,10565,Doug,Free,318,78,01-16-1984
1424,11363,Brandon,Carr,210,72,05-19-1986
1425,11415,Nick,Hayden,303,76,02-04-1986
1426,11484,Mackenzy,Bernadeau,322,76,01-03-1986
1427,13215,Dez,Bryant,222,74,11-04-1988
1428,13284,Sean,Lee,245,74,07-22-1986
1429,13338,Barry,Church,218,74,02-11-1988
1430,13452,George,Selvie,270,76,03-06-1987
1431,13978,Tyron,Smith,320,77,12-12-1990
1432,14005,DeMarco,Murray,220,73,02-12-1988
1433,14026,Bruce,Carter,240,74,02-19-1988
1434,14943,Morris,Claiborne,192,71,02-07-1990
1435,15276,Ron,Leary,320,75,04-29-1989
1436,15793,Travis,Frederick,320,76,03-18-1991
1437,15878,Terrance,Williams,210,74,09-18-1989
1438,8520,Kyle,Orton,228,76,11-14-1982
1439,9349,L.P.,Ladouceur,256,77,03-13-1981
1440,9595,Ernie,Sims,233,72,12-23-1984
1441,10873,Edgar,Jones,262,76,12-01-1984
1442,11366,Orlando,Scandrick,196,70,02-10-1987
1443,11450,Landon,Cohen,300,73,08-03-1986
1444,13066,Jermey,Parnell,326,78,07-20-1986
1445,13552,Phil,Costa,302,75,07-11-1987
1446,13822,Kyle,Bosworth,245,73,11-21-1986
1447,14100,Dwayne,Harris,215,70,09-16-1987
1448,14308,Andre,Smith,270,77,09-26-1988
1449,14322,Dan,Bailey,190,72,01-26-1988
1450,14625,Phillip,Tanner,208,70,08-08-1988
1451,14723,Chris,Jones,205,72,07-21-1989
1452,14906,James,Hanna,260,76,07-14-1989
1453,15038,Kyle,Wilber,240,76,04-26-1989
1454,15122,Jerome,Long,297,76,04-09-1990
1455,15836,Gavin,Escobar,260,78,02-03-1991
1456,15874,J.J.,Wilcox,212,72,02-14-1991
1457,15939,B.W.,Webb,188,71,05-03-1990
1458,15990,DeVonte,Holloman,238,74,02-12-1991
1459,16473,Jeff,Heath,212,73,05-14-1991
1460,5009,Cullen,Jenkins,305,74,01-20-1981
1461,5526,Eli,Manning,218,77,01-03-1981
1462,5559,Chris,Snee,305,75,01-18-1982
1463,8423,Antrel,Rolle,206,72,12-16-1982
1464,8457,Corey,Webster,200,72,03-02-1982
1465,8488,Justin,Tuck,265,77,03-29-1983
1466,9618,Mathias,Kiwanuka,267,77,03-08-1983
1467,9762,Kevin,Boothe,325,77,07-05-1983
1468,11297,Terrell,Thomas,202,72,01-08-1985
1469,11428,Ryan,Mundy,209,73,02-11-1985
1470,12586,Hakeem,Nicks,208,73,01-14-1988
1471,12610,Will,Beatty,319,78,03-02-1985
1472,12705,Brandon,Myers,256,75,09-04-1985
1473,13281,Linval,Joseph,328,76,10-10-1988
1474,13553,Victor,Cruz,202,72,11-11-1986
1475,13975,Prince,Amukamara,206,72,06-06-1989
1476,14098,James,Brewer,330,78,12-23-1987
1477,14199,Jacquian,Williams,231,75,07-20-1988
1478,14648,Spencer,Paysinger,249,72,06-28-1988
1479,14887,David,Wilson,205,69,06-15-1991
1480,15707,Larry,Donnell,265,78,11-01-1988
1481,15808,Justin,Pugh,311,77,08-15-1990
1482,2609,Shaun,Rogers,350,76,03-12-1979
1483,8445,Mike,Patterson,300,73,09-01-1983
1484,10127,Steve,Weatherford,210,74,12-17-1982
1485,10464,Aaron,Ross,190,72,09-15-1982
1486,10560,Zak,DeOssie,248,76,05-24-1984
1487,10664,Trumaine,McBride,185,69,09-24-1985
1488,11243,Keith,Rivers,235,74,05-05-1986
1489,11308,Dan,Connor,241,74,11-02-1985
1490,12548,Bear,Pascoe,265,77,02-23-1986
1491,12585,Louis,Murphy,200,74,05-11-1987
1492,13256,Jason,Pierre-Paul,270,77,01-01-1989
1493,13551,Jim,Cordle,320,75,08-22-1987
1494,14040,Jerrel,Jernigan,189,68,06-14-1989
1495,14087,Da'Rel,Scott,210,71,05-26-1988
1496,14262,Mark,Herzlich,247,77,09-01-1987
1497,14673,Justin,Trattou,258,76,08-28-1988
1498,14911,Rueben,Randle,203,74,05-07-1991
1499,14983,Jayron,Hosley,178,70,09-18-1990
1500,15105,Brandon,Mosley,318,77,12-21-1988
1501,15895,Cooper,Taylor,228,76,04-14-1990
1502,15929,Michael,Cox,222,73,11-14-1988
1503,11282,Fred,Davis,247,76,01-15-1986
1504,12439,Brian,Orakpo,257,76,07-31-1986
1505,12633,E.J.,Biggers,185,72,06-13-1987
1506,15820,David,Amerson,205,73,12-08-1991
1507,15912,Bacarri,Rambo,211,72,06-27-1990
1508,9649,Darryl,Tapp,270,73,09-13-1984
1509,11266,Phillip,Merling,315,77,04-19-1985
1510,14192,Roy,Helu Jr.,220,71,12-07-1988
1511,15860,Jordan,Reed,242,74,07-03-1990
1512,15966,Chris,Thompson,187,68,10-20-1990
1513,15967,Brandon,Jenkins,251,74,02-09-1990
1514,2549,Mike,Vick,210,72,06-26-1980
1515,6012,Jason,Peters,328,76,01-22-1982
1516,8493,Evan,Mathis,301,77,11-01-1981
1517,8540,Todd,Herremans,323,78,10-13-1982
1518,8560,Trent,Cole,270,75,10-05-1982
1519,9619,DeMeco,Ryans,247,73,07-28-1984
1520,9695,Jason,Avant,210,72,04-20-1983
1521,10605,Brent,Celek,255,76,01-25-1985
1522,11283,DeSean,Jackson,175,70,12-01-1986
1523,12514,LeSean,McCoy,210,71,07-12-1988
1524,12652,Bradley,Fletcher,205,72,06-25-1986
1525,13225,Riley,Cooper,230,76,09-09-1987
1526,13257,Nate,Allen,214,73,11-30-1987
1527,14124,Jason,Kelce,295,75,11-05-1987
1528,14310,Cedric,Thornton,290,76,06-21-1988
1529,14941,Fletcher,Cox,310,76,12-13-1990
1530,14978,Mychal,Kendricks,240,71,09-28-1990
1531,15797,Lane,Johnson,325,78,05-08-1990
1532,4902,Jon,Dorenbos,250,72,07-21-1980
1533,10563,Allen,Barbre,310,76,06-22-1984
1534,12757,Colt,Anderson,195,70,10-25-1985
1535,13239,Brandon,Graham,265,74,04-03-1988
1536,13340,Kurt,Coleman,208,71,04-01-1988
1537,14123,Alex,Henery,177,73,08-18-1987
1538,14127,Julian,Vandervelde,300,74,10-07-1987
1539,14181,Casey,Matthews,242,73,01-16-1989
1540,14590,Jeff,Maehl,184,72,03-16-1989
1541,14889,Chris,Polk,222,71,12-16-1989
1542,15057,Brandon,Boykin,173,70,07-13-1990
1543,15068,Najee,Goode,244,72,06-04-1989
1544,15092,Bryce,Brown,220,72,05-14-1991
1545,15624,Damaris,Johnson,175,68,11-22-1989
1546,15835,Zach,Ertz,250,77,11-10-1990
1547,15850,Bennie,Logan,315,74,12-28-1989
1548,15917,Earl,Wolff,210,71,12-15-1989
1549,15979,Jordan,Poyer,191,72,04-25-1991
1550,16202,Jake,Knott,243,74,10-24-1990
1551,16231,Damion,Square,293,74,02-06-1989
1552,4567,Jarret,Johnson,260,75,08-14-1981
1553,5362,Antonio,Gates,255,76,06-18-1980
1554,5529,Philip,Rivers,228,77,12-08-1981
1555,5591,Nick,Hardwick,305,76,09-02-1981
1556,6016,Malcom,Floyd,225,77,09-08-1981
1557,9773,Jeromey,Clary,320,78,11-05-1983
1558,10481,Eric,Weddle,200,71,01-04-1985
1559,11330,Chad,Rinehart,321,77,05-04-1985
1560,11464,King,Dunlap,330,81,09-14-1985
1561,12550,John,Phillips,251,77,06-11-1987
1562,12646,Derek,Cox,195,73,09-22-1986
1563,13204,Ryan,Mathews,220,72,10-10-1987
1564,13265,Donald,Butler,242,73,10-17-1988
1565,13470,Cam,Thomas,335,76,12-12-1986
1566,13989,Corey,Liuget,300,74,03-18-1990
1567,14010,Shareece,Wright,184,71,04-08-1987
1568,14018,Marcus,Gilchrist,200,70,12-08-1988
1569,14027,Vincent,Brown,190,71,01-25-1989
1570,14325,Bront,Bird,250,76,03-17-1989
1571,14953,Kendall,Reyes,300,76,09-26-1989
1572,15792,D.J.,Fluker,339,77,03-13-1991
1573,4607,Mike,Scifres,215,74,10-08-1980
1574,8417,Ronnie,Brown,223,72,12-12-1981
1575,9329,Nick,Novak,200,72,08-21-1981
1576,9644,Richard,Marshall,198,71,12-12-1984
1577,10580,Le'Ron,McClain,260,72,12-27-1984
1578,11276,Eddie,Royal,190,70,05-21-1986
1579,12434,Larry,English,255,74,01-22-1986
1580,12752,Jarius,Wynn,285,75,08-29-1986
1581,12905,Reggie,Walker,244,72,12-15-1986
1582,13406,Sean,Lissemore,303,75,09-11-1987
1583,13465,Darrell,Stuckey,212,71,06-16-1987
1584,13777,Mike,Windt,237,73,05-29-1986
1585,14011,Johnny,Patrick,190,71,08-17-1988
1586,14141,Andrew,Gachkar,224,74,11-04-1988
1587,14904,Ladarius,Green,240,78,05-29-1990
1588,15573,Mike,Harris,338,77,12-05-1988
1589,15755,Fozzy,Whittaker,205,70,02-02-1989
1590,16039,Jahleel,Addae,195,70,01-24-1990
1591,16067,Kwame,Geathers,335,78,10-04-1990
1592,11434,Joe,Mays,244,71,07-06-1985
1593,12453,Brian,Cushing,250,75,01-24-1987
1594,15795,DeAndre,Hopkins,218,73,06-06-1992
1595,2273,Shane,Lechler,230,74,08-07-1976
1596,5580,Greg,Jones,251,73,05-09-1981
1597,9737,Tim,Dobbins,234,73,12-10-1982
1598,12690,Brice,McCain,190,69,12-10-1986
1599,13033,Tim,Jamison,287,75,02-26-1986
1600,15091,Randy,Bullock,208,69,12-16-1989
1601,15865,D.J.,Swearinger,208,70,09-01-1991
1602,15887,Ryan,Griffin,255,78,01-11-1990
1603,16114,Justin,Tuggle,233,75,01-04-1990
1604,16496,Cierre,Wood,226,71,02-21-1991
1605,16556,Willie,Jefferson,234,77,01-31-1991
1606,16562,A.J.,Bouye,190,72,08-16-1991
1607,11708,Matthew,Mulligan,267,76,01-18-1985
1608,15834,Aaron,Dobson,205,75,07-23-1991
1609,15842,Duron,Harmon,205,72,01-24-1991
1610,9835,Ben,Obomanu,204,73,10-30-1983
1611,9645,Jeremy,Trueblood,320,80,05-10-1983
1612,14888,Isaiah,Pead,206,70,12-14-1989
1613,15226,Cory,Harkey,262,76,06-17-1990
1614,14231,Corbin,Bryant,303,76,01-04-1988
1615,16489,Johnny,Adams,177,71,06-09-1989
1616,14981,Amini,Silatolu,305,76,09-16-1988
1617,9716,Domenik,Hixon,205,74,10-08-1984
1618,12619,Mike,Mitchell,221,73,06-10-1987
1619,10598,Dante,Rosario,242,75,10-25-1984
1620,10635,Desmond,Bishop,238,74,07-24-1984
1621,15688,Brandon,Bostick,250,75,05-03-1989
1622,15954,Sam,Barrington,240,73,10-05-1990
1623,10468,Brandon,Meriweather,197,71,01-14-1984
1624,4487,Nick,Barnett,228,74,05-27-1981
1625,15121,John,Potter,219,73,01-24-1990
1626,16024,Kerwynn,Williams,198,68,06-09-1991
1627,16504,Jack,Doyle,262,78,05-05-1990
1628,13260,Jon,Asamoah,305,76,07-21-1988
1629,14020,Allen,Bailey,288,75,03-25-1989
1630,15847,Travis,Kelce,250,77,10-05-1989
1631,2450,Brian,Waters,320,75,02-18-1977
1632,10470,Anthony,Spencer,265,75,01-23-1984
1633,13611,Danny,McCray,215,73,03-10-1988
1634,15369,Lance,Dunbar,188,68,01-25-1990
1635,12670,Brandon,Hughes,185,71,05-23-1986
1636,14877,Nick,Foles,243,78,01-20-1989
1637,15818,Keenan,Allen,211,74,04-27-1992
1638,16000,Tourek,Williams,262,76,05-09-1991
1639,16010,John,Simon,260,74,10-14-1990
1640,8440,Jason,Campbell,235,77,12-31-1981
1641,15805,Barkevious,Mingo,238,77,10-04-1990
1642,13453,Darryl,Sharpton,235,71,01-01-1988
1643,14610,Michael,Preston,220,77,06-01-1989
1644,15845,Justin,Hunter,203,76,05-20-1991
1645,14561,Kerry,Taylor,200,72,02-20-1989
1646,15020,Nate,Potter,295,77,05-16-1988
1647,15128,Jonte,Green,184,72,07-19-1989
1648,15916,Devin,Taylor,275,80,11-15-1989
1649,13407,Erik,Lorig,250,76,11-17-1986
1650,15968,Mike,James,223,70,04-13-1991
1651,16254,Deveron,Carr,190,71,08-10-1990
1652,10471,Robert,Meachem,215,74,09-28-1984
1653,10581,Jay,Richardson,280,78,01-27-1984
1654,14039,Martez,Wilson,260,76,09-21-1988
1655,13886,Brian,Sanford,280,74,09-12-1987
1656,16531,Ryan,Robinson,255,76,12-09-1990
1657,14226,Cameron,Bradfield,308,76,09-14-1987
1658,15052,Jeremy,Ebert,195,72,04-06-1989
1659,8447,David,Baas,312,76,09-28-1981
1660,8524,Brandon,Jacobs,264,76,07-06-1982
1661,15858,Damontre,Moore,250,77,09-11-1992
1662,11392,Kellen,Davis,265,79,10-11-1985
1663,11326,Cliff,Avril,260,75,04-08-1986
1664,16087,John,Lotulelei,233,71,12-04-1991
1665,5437,Kassim,Osgood,220,77,05-20-1980
1666,14377,Demarcus,Dobbs,282,74,11-30-1987
1667,15381,J.K.,Schaffer,232,72,06-10-1990
1668,11601,Fernando,Velasco,310,76,02-22-1985
1669,13206,Jonathan,Dwyer,229,71,07-26-1989
1670,14870,Will,Johnson,240,74,11-14-1988
1671,15350,Valentino,Blake,198,70,08-09-1990
1672,15934,Vince,Williams,233,73,12-27-1989
1673,14959,Vinny,Curry,279,75,06-30-1988
1674,15048,Shaun,Prater,190,70,10-27-1989
1675,12874,Kevin,Brock,264,77,04-09-1986
1676,14031,Curtis,Marsh,197,73,03-01-1988
1677,15930,Nate,Palmer,248,74,09-23-1989
1678,15349,Cole,Beasley,177,68,04-26-1989
1679,16606,Caesar,Rayford,272,79,03-04-1986
1680,5600,Max,Starks,345,80,01-10-1982
1681,10685,Keyunta,Dawson,258,75,09-13-1985
1682,12711,Rich,Ohrnberger,300,74,02-14-1986
1683,13324,Crezdon,Butler,191,73,05-26-1987
1684,13524,Seyi,Ajirotutu,215,75,06-12-1987
1685,15027,Johnnie,Troutman,330,76,11-11-1987
1686,15903,Michael,Mauti,243,74,01-19-1990
1687,11424,Ahtyba,Rubin,315,74,07-25-1986
1688,12477,Brian,Hoyer,215,74,10-13-1985
1689,15705,Josh,Gordon,224,75,04-13-1991
1690,4481,Willis,McGahee,235,72,10-21-1981
1691,16032,Garrett,Gilkey,315,78,07-09-1990
1692,16142,Paul,Hazel,227,77,05-04-1990
1693,16323,MarQueis,Gray,260,76,11-07-1989
1694,16365,Chris,Barker,300,74,08-03-1990
1695,11398,Carl,Nicks,349,77,03-05-1983
1696,16019,William,Gholston,281,78,07-31-1991
1697,9285,Chris,Carr,182,70,04-30-1983
1698,15821,Terron,Armstead,305,77,07-23-1991
1699,16136,Glenn,Foster,285,76,05-31-1990
1700,16530,Khiry,Robinson,220,72,12-28-1989
1701,14009,Rob,Housler,250,77,03-17-1988
1702,15101,Alameda,Ta'amu,348,75,08-23-1990
1703,15976,Alex,Okafor,261,76,02-08-1991
1704,14067,Chris,Neild,328,74,12-01-1987
1705,14919,Ryan,Broyles,195,70,04-09-1988
1706,16333,LaAdrian,Waddle,315,78,07-21-1991
1707,4504,Drayton,Florence,200,72,12-19-1980
1708,16434,Robert,Lester,215,73,04-30-1988
1709,8627,Derek,Anderson,235,78,06-15-1983
1710,14003,Sione,Fua,310,73,06-15-1988
1711,16431,Wes,Horton,265,77,12-17-1989
1712,12479,Curtis,Painter,230,76,06-24-1985
1713,14518,Shaun,Draughn,214,71,12-07-1987
1714,15833,Will,Davis,186,71,05-08-1990
1715,13938,Josh,Vaughan,225,72,12-03-1986
1716,14332,Patrick,DiMarco,234,73,04-30-1989
1717,15999,Stansly,Maponga,252,74,03-05-1991
1718,14934,Quinton,Coples,290,78,06-22-1990
1719,15616,Ryan,Quigley,205,74,01-26-1990
1720,9650,Tarvaris,Jackson,225,74,08-19-1982
1721,15855,Christine,Michael,220,70,11-09-1990
1722,15975,Michael,Bowie,320,77,09-25-1991
1723,16044,Alvin,Bailey,320,75,08-26-1991
1724,8444,Heath,Miller,256,77,10-22-1982
1725,16250,Lamar,Mady,315,74,12-13-1990
1726,13645,Darian,Stewart,214,71,08-04-1988
1727,16105,Gerald,Rivers,255,77,06-22-1990
1728,13199,Colt,McCoy,212,73,09-05-1986
1729,13986,Jonathan,Baldwin,230,76,08-10-1989
1730,15040,Nate,Stupar,240,74,03-14-1988
1731,16367,Darryl,Morris,186,70,09-04-1990
1732,13638,Jay,Ross,319,75,10-03-1987
1733,15875,Brandon,Williams,335,73,02-21-1989
1734,16037,Armonty,Bryant,265,76,05-20-1990
1735,13276,Brandon,Ghee,200,72,06-06-1987
1736,11321,Andre,Fluellen,302,74,03-07-1985
1737,12611,Eben,Britton,308,78,10-14-1987
1738,15914,Cornelius,Washington,280,76,09-10-1989
1739,16135,Michael,Ford,216,70,05-27-1990
1740,16168,C.J.,Wilson,187,71,11-18-1989
1741,15982,Nico,Johnson,249,74,06-19-1990
1742,8644,Matt,Cassel,225,76,05-17-1982
1743,15977,Gerald,Hodges,236,74,01-17-1991
1744,15825,Le'Veon,Bell,244,73,02-18-1992
1745,9715,Guy,Whimper,315,77,05-21-1983
1746,15837,Mike,Glennon,225,78,12-12-1989
1747,11417,Spencer,Larsen,245,74,03-04-1984
1748,15749,Jeff,Demps,191,67,01-08-1990
1749,14002,Dontay,Moch,255,74,07-19-1988
1750,16181,Kenny,Demens,242,73,02-04-1990
1751,9614,Marcedes,Lewis,265,78,05-19-1984
1752,14955,Jamell,Fleming,206,71,05-05-1989
1753,16447,Tobais,Palmer,178,71,02-20-1990
1754,1575,Matt,Hasselbeck,235,76,09-25-1975
1755,8664,Ryan,Fitzpatrick,221,74,11-24-1982
1756,15838,Zaviar,Gooden,231,73,08-31-1990
1757,15028,Scott,Solomon,260,75,11-05-1988
1758,3533,Quentin,Jammer,204,72,06-19-1979
1759,15867,Manti,Te'o,241,73,01-26-1991
1760,14084,Stephen,Schilling,312,77,07-21-1988
1761,14029,Drake,Nevis,295,73,05-08-1989
1762,14093,David,Carter,300,77,12-10-1987
1763,16013,Joseph,Randle,210,72,12-29-1991
1764,9754,Omar,Gaither,235,74,03-18-1984
1765,15993,Zeke,Motta,215,74,05-14-1990
1766,8601,Will,Svitek,305,78,01-08-1982
1767,15955,Chris,Jones,293,73,07-12-1990
1768,16394,Kanorris,Davis,207,70,01-21-1990
1769,14466,Isa,Abdul-Quddus,196,73,08-03-1989
1770,14025,Marvin,Austin Jr.,312,74,01-10-1989
1771,15069,Josh,Kaddu,245,75,03-12-1990
1772,15866,Jamar,Taylor,192,71,09-29-1990
1773,13283,Shawn,Lauvao,308,75,10-26-1987
1774,11556,Doug,Legursky,323,73,06-09-1986
1775,16237,Jeff,Tuel,221,75,02-12-1991
1776,16023,Marquess,Wilson,206,76,09-14-1992
1777,16025,David,Bass,267,76,09-11-1990
1778,8574,Michael,Boley,230,75,08-24-1982
1779,15844,Margus,Hunt,295,80,07-14-1987
1780,16559,Ja'Gared,Davis,238,72,09-11-1990
1781,16074,Michael,Hill,210,70,08-14-1989
1782,16549,Lane,Taylor,324,75,11-22-1989
1783,15909,Lavar,Edwards,271,76,04-29-1990
1784,13310,Larry,Asante,210,72,03-07-1988
1785,14266,Robert,Hughes,235,71,06-21-1989
1786,15843,Jordan,Hill,290,73,02-08-1991
1787,11693,Jo-Lonn,Dunbar,235,72,03-13-1985
1788,16286,Cody,Davis,205,74,06-06-1989
1789,14907,Justin,Blackmon,210,73,01-09-1990
1790,16376,Abry,Jones,318,76,09-08-1991
1791,13461,Austin,Spitler,250,74,10-26-1986
1792,16363,Jordan,Kovacs,208,70,06-12-1990
1793,4618,David,Diehl,304,77,09-15-1980
1794,15621,Will,Hill,207,72,03-07-1990
1795,15841,Johnathan,Hankins,320,74,03-30-1992
1796,16561,Charles,James II,185,69,05-14-1990
1797,13305,Daryl,Washington,238,74,10-09-1986
1798,12956,Marcus,Benard,260,74,07-26-1985
1799,14733,James,Dockery,185,73,11-09-1988
1800,15921,Kenjon,Barner,195,69,04-28-1989
1801,14796,Thomas,Keiser,260,76,03-28-1989
1802,16047,Nick,Becton,328,77,02-11-1990
1803,13337,Jamar,Chaney,242,72,10-11-1986
1804,13621,David,Nelson,215,77,11-07-1986
1805,12499,Mike,Goodson,210,72,05-23-1987
1806,14473,Michael,Campbell,205,74,08-12-1989
1807,16153,Zach,Minter,307,73,11-06-1990
1808,13606,Thaddeus,Lewis,219,74,11-19-1987
1809,2797,Brian,Moorman,174,72,02-05-1976
1810,12613,Jairus,Byrd,203,70,10-07-1986
1811,14732,Brandon,Smith,202,74,02-23-1987
1812,14942,Stephon,Gilmore,190,72,09-19-1990
1813,15940,Chris,Gragg,244,75,06-30-1990
1814,14052,Mikel,Leshoure,233,72,03-30-1990
1815,16269,Bradley,McDougald,209,72,11-15-1990
1816,14403,Andre,Holmes,210,76,06-16-1988
1817,15447,Brian,Folkerts,305,76,01-30-1990
1818,13466,Stevenson,Sylvester,231,74,07-18-1988
1819,12600,Tiquan,Underwood,185,73,02-17-1987
1820,15230,Chris,Owusu,200,74,01-06-1990
1821,15541,James,Nixon,186,72,02-02-1988
1822,15426,Jake,Byrne,258,76,01-24-1990
1823,13662,Bryan,Walters,195,72,11-04-1987
1824,12561,Austin,Collie,204,72,11-11-1985
1825,15564,Brittan,Golden,195,72,07-20-1988
1826,16476,Cameron,Lawrence,238,74,01-20-1991
1827,15435,Jose,Gumbs,210,70,04-20-1988
1828,11371,Lavelle,Hawkins,194,71,07-12-1986
1829,11437,Andy,Studebaker,255,75,09-16-1985
1830,12592,Brian,Robiskie,212,76,12-03-1987
1831,16196,Darius,Johnson,175,70,02-22-1991
1832,14856,Isaako,Aaitui,307,76,01-25-1987
1833,15026,Mark,Asper,321,78,11-08-1985
1834,9270,Joshua,Cribbs,192,73,06-09-1983
1835,13620,Andre,Neblett,310,72,06-07-1988
1836,15988,Steve,Beauharnais,230,74,05-02-1990
1837,15037,B.J.,Cunningham,215,74,05-29-1989
1838,15948,Matt,Barkley,227,74,09-08-1990
1839,16236,Matthew,Tucker,227,73,05-24-1991
1840,15769,Jason,Vega,255,76,05-30-1987
1841,13390,Josh,Hull,245,75,05-21-1987
1842,14426,Kyle,Nelson,240,74,10-03-1986
1843,3609,Josh,McCown,218,76,07-04-1979
1844,14725,Taylor,Boggs,302,75,02-20-1987
1845,15194,Jerry,Franklin,245,73,01-10-1988
1846,12749,Jason,Williams,245,73,04-23-1986
1847,9635,Kellen,Clemens,220,74,06-06-1983
1848,9667,Charlie,Whitehurst,226,77,08-06-1982
1849,15422,Mike,Remmers,303,77,04-11-1989
1850,15978,Brian,Schwenke,318,75,03-22-1991
1851,10661,Zac,Diles,245,72,06-11-1985
1852,16028,Quinton,Dial,318,77,07-21-1990
1853,15989,Josh,Boyd,293,75,08-03-1989
1854,16007,Chris,Harper,228,73,09-10-1989
1855,16493,Jake,Stoneburner,261,75,08-25-1989
1856,16569,Myles,White,190,72,03-30-1990
1857,14499,Julian,Posey,195,72,07-17-1988
1858,15168,Case,Keenum,206,73,02-17-1988
1859,11706,Elbert,Mack,175,70,07-14-1986
1860,14097,Mike,Mohamed,238,75,03-11-1988
1861,15689,Isaiah,Green,180,70,08-10-1989
1862,11841,Jameel,McClain,245,73,07-25-1985
1863,11461,Peyton,Hillis,250,74,01-21-1986
1864,13483,J'Marcus,Webb,320,79,08-08-1988
1865,16337,Skye,Dawson,183,69,12-02-1990
1866,11404,Barry,Richardson,319,78,05-15-1986
1867,16471,Jakar,Hamilton,208,71,10-02-1989
1868,15252,Brian,Tyms,204,75,02-21-1989
1869,16062,Darius,Eubanks,222,74,07-12-1991
1870,2555,Andre,Carter,260,76,05-12-1979
1871,16242,Ronnie,Wingo Jr.,231,75,02-18-1991
1872,15045,Emmanuel,Acho,240,74,11-10-1990
1873,11293,Mike,Pollak,300,75,02-16-1985
1874,11394,Josh,Johnson,214,75,05-15-1986
1875,15407,Matt,Simms,210,75,09-27-1988
1876,16180,Troy,Davis,251,74,01-06-1991
1877,10827,Daniel,Muir,312,74,09-12-1983
1878,11341,Cody,Wallace,296,76,11-26-1984
1879,16040,C.J.,Anderson,225,68,02-10-1991
1880,15096,Bobby,Massie,316,78,08-01-1989
1881,9624,Thomas,Howard,245,75,07-14-1983
1882,16008,Kemal,Ishmael,206,72,05-06-1991
1883,16568,Stefan,Charles,302,77,06-09-1988
1884,12433,Everette,Brown,263,73,08-07-1987
1885,15387,Micah,Pellerin,192,72,11-23-1988
1886,15647,Chase,Ford,245,78,07-19-1990
1887,16373,Rodney,Smith,219,78,03-11-1990
1888,11411,Corey,Lynch,210,72,05-07-1985
1889,14187,Byron,Stingily,318,77,09-09-1988
1890,14106,Greg,Salas,210,74,08-25-1988
1891,16206,Rontez,Miles,203,72,11-25-1988
1892,5537,Jonathan,Vilma,230,73,04-16-1982
1893,11247,Jonathan,Stewart,245,70,03-21-1987
1894,15044,Juron,Criner,220,75,12-12-1989
1895,15871,Menelik,Watson,315,77,12-22-1988
1896,16593,Matt,McGloin,210,73,12-02-1989
1897,14280,Ricardo,Lockette,211,74,05-21-1986
1898,13054,Danny,Gorrer,180,72,06-01-1986
1899,16403,Josh,Kline,300,75,12-29-1989
1900,5096,Mat,McBriar,227,72,07-08-1979
1901,16495,Dennis,Johnson,193,67,02-24-1990
1902,14066,Jalil,Brown,210,73,10-14-1987
1903,15995,Montori,Hughes,350,76,08-25-1990
1904,4568,Seneca,Wallace,205,71,08-06-1980
1905,16537,Christian,Tupou,305,76,05-07-1989
1906,15924,Jeff,Baca,302,75,01-10-1990
1907,6989,Michael,Brooks,276,75,08-28-1991
1908,6262,Jeremy,Cain,245,73,03-24-1980
1909,10057,Montell,Owens,225,70,05-04-1984
1910,13402,Austen,Lane,242,78,11-09-1987
1911,13413,Jacques,McClendon,324,75,12-10-1987
1912,15416,Danny,Noble,248,77,03-30-1989
1913,12490,Andre,Brown,227,72,12-15-1986
1914,15519,Jack,Cornell,300,77,06-04-1989
1915,15000,Evan,Rodriguez,239,74,09-21-1988
1916,15971,Rex,Burkhead,215,70,07-02-1990
1917,11329,Mario,Manningham,185,71,05-25-1986
1918,8583,Geoff,Hangartner,305,77,04-22-1982
1919,13530,Jake,Ballard,275,78,12-21-1987
1920,14506,Jeff,Tarpinian,240,75,10-16-1987
1921,14556,Josh,Victorian,190,70,07-10-1988
1922,15932,Everett,Dawkins,298,74,06-13-1990
1923,16458,Ka'Lial,Glaud,220,74,11-09-1990
1924,15116,D.J.,Campbell,205,72,07-24-1989
1925,14923,Devon,Wylie,187,69,09-02-1988
1926,16036,Ty,Powell,249,74,04-27-1988
1927,14160,Cheta,Ozougwu,255,74,11-18-1988
1928,15627,Tony,Dye,205,70,02-11-1990
1929,9689,Brad,Smith,213,74,12-12-1983
1930,16345,Nick,Williams,184,70,11-23-1990
1931,14022,DeMarcus,Van Dyke,185,73,01-17-1989
1932,8559,Dan,Orlovsky,215,77,08-18-1983
1933,15319,Ryan,Davis,260,74,02-24-1989
1934,14170,D.J.,Smith,240,72,02-24-1989
1935,16498,Jawanza,Starling,206,73,06-21-1991
1936,16375,Sam,Brenner,310,74,04-27-1990
1937,13991,Danny,Watkins,306,75,11-06-1984
1938,15868,Dallas,Thomas,316,77,10-30-1989
1939,10497,Eric,Wright,193,70,07-24-1985
1940,15403,Derek,Carrier,240,75,07-25-1990
1941,13972,Derek,Sherrod,321,78,04-23-1989
1942,12569,Percy,Harvin,184,71,05-28-1988
1943,15913,Sanders,Commings,223,72,03-08-1990
1944,15639,Hebron,Fangupo,324,72,07-19-1985
1945,13353,Dorin,Dickerson,226,73,03-31-1988
1946,15454,Sean,Richardson,216,74,01-21-1990
